gene,rna_lfc,rna_p,prot_lfc,prot_p,mut_freq,neglog10p,concordant,transcriptomic,proteomic,genomic,score
NAA16,-0.5173640438132026,0.003780001714350735,-1.06527470267131,2.051748882626097e-22,0.007142857142857143,0.11979865834643606,True,0.5173640438132026,1.06527470267131,0.11979865834643606,0.6933254344391784
KPNA2,0.9602833024237949,1.4592181357604486e-08,0.6195360231034712,1.7592376007436144e-13,0.007142857142857143,0.11979865834643606,True,0.9602833024237949,0.6195360231034712,0.11979865834643606,0.6931937862032648
CSTA,0.7163616794200331,0.0030545220621209907,0.7418558556015178,1.5677994359079514e-10,0.007142857142857143,0.11979865834643606,True,0.7163616794200331,0.7418558556015178,0.11979865834643606,0.6930621379673512
SLC2A5,1.0726776858394533,2.9409590641247387e-05,0.15164457406131504,0.21874027160225254,0.014285714285714285,0.3827710261184941,True,1.0726776858394533,0.15164457406131504,0.3827710261184941,0.6930621379673512
HERC1,-0.4499235738391292,1.8867370186699823e-16,-0.2848319239296977,5.292166840071656e-09,0.014285714285714285,0.3827710261184941,True,0.4499235738391292,0.2848319239296977,0.3827710261184941,0.6930621379673512
L1CAM,0.1767483611301417,0.4279779870384235,-0.6363905383997235,7.073509250910524e-12,0.014285714285714285,0.3827710261184941,False,0.1767483611301417,0.6363905383997235,0.3827710261184941,0.6929304897314377
COL1A2,0.542074545729399,0.035823209625540184,0.9890629722903519,3.6944277197220214e-22,0.007142857142857143,0.11979865834643606,True,0.542074545729399,0.9890629722903519,0.11979865834643606,0.6926671932596102
APPBP2,-0.2552066758305731,0.0021293529265210974,-0.46258976010252084,0.0023780599534264095,0.014285714285714285,0.3827710261184941,True,0.2552066758305731,0.46258976010252084,0.3827710261184941,0.6925355450236967
AHR,0.6638931694708212,2.1697438744481108e-06,0.7741400798353588,7.876581377926233e-26,0.007142857142857143,0.11979865834643606,True,0.6638931694708212,0.7741400798353588,0.11979865834643606,0.692403896787783
CFH,0.15623594870257307,0.30044576309252075,0.731559691805657,5.091142698678884e-15,0.014285714285714285,0.3827710261184941,True,0.15623594870257307,0.731559691805657,0.3827710261184941,0.6922722485518693
RASAL1,1.446638257326505,7.764072431858144e-05,0.5201941587959631,1.7684352255366847e-12,0.007142857142857143,0.11979865834643606,True,1.446638257326505,0.5201941587959631,0.11979865834643606,0.6921406003159557
CEP68,-0.6532917003664576,1.5435416715374092e-10,-0.7885553217532539,8.310907929378851e-22,0.007142857142857143,0.11979865834643606,True,0.6532917003664576,0.7885553217532539,0.11979865834643606,0.6921406003159557
LTBP1,0.5142052043671193,0.001690125319389273,1.0374737899368291,2.8174447610782663e-30,0.007142857142857143,0.11979865834643606,True,0.5142052043671193,1.0374737899368291,0.11979865834643606,0.6914823591363874
TRPS1,0.23946892829232524,0.04094789538305124,0.38120135483008255,3.897498268750663e-05,0.02142857142857143,0.7707690936040651,True,0.23946892829232524,0.38120135483008255,0.7707690936040651,0.691350710900474
MTUS1,-0.5793646879454037,4.8030871171175894e-05,-0.8921530965354094,2.2946665273316696e-19,0.007142857142857143,0.11979865834643606,True,0.5793646879454037,0.8921530965354094,0.11979865834643606,0.6912190626645602
INSR,-0.7491989287124472,0.004671148014055445,-0.6963089984324959,6.10047830896534e-13,0.007142857142857143,0.11979865834643606,True,0.7491989287124472,0.6963089984324959,0.11979865834643606,0.6912190626645602
KMT2C,-0.430372019923805,5.497840380676466e-05,-0.1990878076602165,0.012190633023197523,0.04285714285714286,2.499001158180372,True,0.430372019923805,0.1990878076602165,2.499001158180372,0.690955766192733
GNAS,-0.4825781816130892,3.385920675492886e-05,-0.1682607164563592,0.001814428078314394,0.05714285714285714,4.000204659452193,True,0.4825781816130892,0.1682607164563592,4.000204659452193,0.6906266456029488
RXRA,-0.5584861018586409,3.194424191413999e-10,-0.2398857709462341,0.000424264456329425,0.014285714285714285,0.3827710261184941,True,0.5584861018586409,0.2398857709462341,0.3827710261184941,0.6904291732490784
KDF1,-0.13542557940701094,0.47332877842549653,-0.8740201711177278,7.785591708056738e-10,0.014285714285714285,0.3827710261184941,True,0.13542557940701094,0.8740201711177278,0.3827710261184941,0.6900342285413374
RCSD1,-0.3131380040393861,0.10069040272792834,0.3848244718467235,4.0761976662125805e-06,0.014285714285714285,0.3827710261184941,False,0.3131380040393861,0.3848244718467235,0.3827710261184941,0.6889810426540284
EPHA1,0.6342871551752349,9.52762505914255e-05,-0.7765907716133249,0.0018835986356258254,0.007142857142857143,0.11979865834643606,False,0.6342871551752349,0.7765907716133249,0.11979865834643606,0.6885860979462874
ADAMTS9,-0.568987679658532,8.128419200879456e-06,-0.8729841774377896,1.2090383721787927e-08,0.007142857142857143,0.11979865834643606,True,0.568987679658532,0.8729841774377896,0.11979865834643606,0.6883228014744602
UNC5B,0.7752305513303774,1.8167197848031265e-06,0.6641404415738776,1.9117104373201785e-09,0.007142857142857143,0.11979865834643606,True,0.7752305513303774,0.6641404415738776,0.11979865834643606,0.6875329120589784
HLX,0.12510797331608092,0.49439352695778094,-0.9121863893360285,0.07493886818249283,0.014285714285714285,0.3827710261184941,False,0.12510797331608092,0.9121863893360285,0.3827710261184941,0.6872696155871512
FPR2,0.7167339666365784,0.036787232840777645,-0.6938781456225698,0.3475837170695926,0.007142857142857143,0.11979865834643606,False,0.7167339666365784,0.6938781456225698,0.11979865834643606,0.6871379673512374
COL6A5,0.3272091196086935,0.4665186151381248,-0.26733619907912143,0.37837861470107886,0.02857142857142857,1.2631321245564464,False,0.3272091196086935,0.26733619907912143,1.2631321245564464,0.6861506055818851
HIVEP1,-0.1827738860058581,0.022737748499304156,0.5976174537759533,0.019421944621314788,0.014285714285714285,0.3827710261184941,False,0.1827738860058581,0.5976174537759533,0.3827710261184941,0.6860847814639284
AFAP1,0.5153343144043987,4.3379509395489866e-05,0.9481060502829131,1.8304290832991093e-26,0.007142857142857143,0.11979865834643606,True,0.5153343144043987,0.9481060502829131,0.11979865834643606,0.6859531332280147
OLFML2B,0.47488919196792523,0.061811454356272645,1.0471661006362467,2.205300446987994e-16,0.007142857142857143,0.11979865834643606,True,0.47488919196792523,1.0471661006362467,0.11979865834643606,0.6852948920484465
MST1R,1.8861930892849834,5.240842037543389e-08,0.4573153887553083,2.372001510992045e-08,0.007142857142857143,0.11979865834643606,True,1.8861930892849834,0.4573153887553083,0.11979865834643606,0.6851632438125328
DOCK2,-0.11134123768048454,0.521877631210218,0.6202373860810582,3.936235702357395e-14,0.04285714285714286,2.499001158180372,False,0.11134123768048454,0.6202373860810582,2.499001158180372,0.684768299104792
TMEM100,-0.5560518155915544,0.040187052986807754,-0.8643803425534387,0.008031767948478045,0.007142857142857143,0.11979865834643606,True,0.5560518155915544,0.8643803425534387,0.11979865834643606,0.6847682991047919
DENND4A,-0.6122564067174316,7.871105225775368e-07,-0.7484967578897539,7.39769576544874e-21,0.007142857142857143,0.11979865834643606,True,0.6122564067174316,0.7484967578897539,0.11979865834643606,0.6846366508688783
ADCY5,-1.5834388439382963,8.650773785609102e-12,-0.060137439824128336,0.811502489784619,0.02142857142857143,0.7707690936040651,True,1.5834388439382963,0.060137439824128336,0.7707690936040651,0.6845050026329647
CHL1,-0.812153818064445,0.00045138628560826416,-0.6307631039494801,6.170189090947973e-10,0.007142857142857143,0.11979865834643606,True,0.812153818064445,0.6307631039494801,0.11979865834643606,0.6845050026329647
DUOXA2,0.8420584157146527,0.15733676772942184,0.6222835464123335,0.00012277564999132036,0.007142857142857143,0.11979865834643606,True,0.8420584157146527,0.6222835464123335,0.11979865834643606,0.6843733543970509
GALNT7,0.49245082313173505,0.0015232115207984892,0.9796726149090453,5.018379920669394e-32,0.007142857142857143,0.11979865834643606,True,0.49245082313173505,0.9796726149090453,0.11979865834643606,0.6843733543970509
PPM1K,-0.42385212813788975,0.0015431786122497326,-1.4162661345211838,3.2928388826337076e-22,0.007142857142857143,0.11979865834643606,True,0.42385212813788975,1.4162661345211838,0.11979865834643606,0.6838467614533965
VGF,-1.1152556958810624,0.0018346498478610527,-0.5320347874245357,9.955579172682341e-06,0.007142857142857143,0.11979865834643606,True,1.1152556958810624,0.5320347874245357,0.11979865834643606,0.6835834649815692
PI15,0.8440165086220368,0.010878435789963574,0.617990664697647,7.598785657997552e-05,0.007142857142857143,0.11979865834643606,True,0.8440165086220368,0.617990664697647,0.11979865834643606,0.6834518167456555
PAMR1,-0.5299683594042719,0.0014937587064785902,0.8926500490424303,8.365004639007386e-12,0.007142857142857143,0.11979865834643606,False,0.5299683594042719,0.8926500490424303,0.11979865834643606,0.6831885202738283
RAB34,0.5556776929146672,0.008846393419008508,0.8334217517421934,2.5332686829473837e-22,0.007142857142857143,0.11979865834643606,True,0.5556776929146672,0.8334217517421934,0.11979865834643606,0.6822669826224328
VNN1,0.6601776999203111,0.010283776993641256,0.684491051148548,6.04651120095915e-07,0.007142857142857143,0.11979865834643606,True,0.6601776999203111,0.684491051148548,0.11979865834643606,0.6817403896787783
ABO,0.5679654948247519,0.054918430540642535,-0.7984498448839616,7.797139107716042e-05,0.007142857142857143,0.11979865834643606,False,0.5679654948247519,0.7984498448839616,0.11979865834643606,0.6817403896787783
VWF,-0.5886576861611594,0.0020262442989388064,0.14302524701453123,0.05549466335558529,0.02142857142857143,0.7707690936040651,False,0.5886576861611594,0.14302524701453123,0.7707690936040651,0.6814770932069509
IFFO2,-0.6663654511883124,0.00029756249328715317,-0.6766420875310821,3.793281116815238e-06,0.007142857142857143,0.11979865834643606,True,0.6663654511883124,0.6766420875310821,0.11979865834643606,0.6813454449710373
CADPS,-1.6081655449828638,2.0592598504127481e-13,-0.4599835931156413,1.0695738075345857e-08,0.007142857142857143,0.11979865834643606,True,1.6081655449828638,0.4599835931156413,0.11979865834643606,0.6812137967351237
EFCC1,-0.40355799930827274,0.011733249805739527,1.6810329171623408,0.07866385785875189,0.007142857142857143,0.11979865834643606,False,0.40355799930827274,1.6810329171623408,0.11979865834643606,0.6806872037914691
NLRP1,0.13072081760252452,0.37457444032724735,0.7975348970453169,0.012109764847126262,0.014285714285714285,0.3827710261184941,True,0.13072081760252452,0.7975348970453169,0.3827710261184941,0.6802922590837283
ATP8B1,-0.15877971797814538,0.3413690969742845,-0.6353921464688987,2.3475736318888394e-10,0.014285714285714285,0.3827710261184941,True,0.15877971797814538,0.6353921464688987,0.3827710261184941,0.6797656661400737
SAA2-SAA4,0.7383737907015511,0.07223637261762152,0.6307578911148788,4.308581903886057e-07,0.007142857142857143,0.11979865834643606,True,0.7383737907015511,0.6307578911148788,0.11979865834643606,0.6795023696682464
ERN1,-0.912657546218254,3.206322555208779e-05,-0.5806116643769776,0.0008628521583954522,0.007142857142857143,0.11979865834643606,True,0.912657546218254,0.5806116643769776,0.11979865834643606,0.6793707214323328
ADAMTS8,-1.503990491338837,2.466270960313228e-07,-0.46353606569047834,0.33872068066295374,0.007142857142857143,0.11979865834643606,True,1.503990491338837,0.46353606569047834,0.11979865834643606,0.6793707214323327
INHBB,0.4677470038771858,0.032349471238040564,-0.9636065752027143,0.10278026527584858,0.007142857142857143,0.11979865834643606,False,0.4677470038771858,0.9636065752027143,0.11979865834643606,0.6788441284886781
ISLR,0.48463822829230985,0.053084777629107315,0.9180450973098573,1.8317177411799436e-22,0.007142857142857143,0.11979865834643606,True,0.48463822829230985,0.9180450973098573,0.11979865834643606,0.6788441284886781
LRRC4B,-0.5899081679312381,0.02252853139722739,-0.718139802062538,0.11868526110608894,0.007142857142857143,0.11979865834643606,True,0.5899081679312381,0.718139802062538,0.11979865834643606,0.6779225908372828
DPYSL3,0.5560007468485058,0.008211791895249631,0.778213281931297,1.3404764816247241e-19,0.007142857142857143,0.11979865834643606,True,0.5560007468485058,0.778213281931297,0.11979865834643606,0.6770010531858872
POC1B-GALNT4,0.6062673357194814,0.013733072135256371,0.6958997721403613,2.940307338194031e-14,0.007142857142857143,0.11979865834643606,True,0.6062673357194814,0.6958997721403613,0.11979865834643606,0.6768694049499736
KANSL1,-0.40970642249276423,0.0019969050608879655,-0.18767744395191244,0.019780103035261412,0.02857142857142857,1.2631321245564464,True,0.40970642249276423,0.18767744395191244,1.2631321245564464,0.6768035808320167
ROBO2,-0.07802317837727735,0.7499053526127546,-1.7846196251230815,0.0002525412284521691,0.014285714285714285,0.3827710261184941,True,0.07802317837727735,1.7846196251230815,0.3827710261184941,0.6760795155344919
IGLL5,0.6271037590174853,0.19278783737027852,0.678545879503595,1.7973036493688836e-09,0.007142857142857143,0.11979865834643606,True,0.6271037590174853,0.678545879503595,0.11979865834643606,0.6760795155344917
PLEKHG4B,0.08766543110956793,0.5254042659836068,-1.2237922803362515,0.076396261799588,0.014285714285714285,0.3827710261184941,False,0.08766543110956793,1.2237922803362515,0.3827710261184941,0.6751579778830963
CPXM1,-0.6293147844242544,0.03343001359405043,0.660318285004049,1.4143830078750387e-10,0.007142857142857143,0.11979865834643606,False,0.6293147844242544,0.660318285004049,0.11979865834643606,0.6741047919957872
PHF2,-0.3420743223981386,1.1822399808909893e-08,-0.22905303693115542,1.9742344976614287e-08,0.02857142857142857,1.2631321245564464,True,0.3420743223981386,0.22905303693115542,1.2631321245564464,0.6733807266982621
SEMA3F,0.5865417981965031,2.566882173063705e-05,0.6895293453878928,0.14336774428051105,0.007142857142857143,0.11979865834643606,True,0.5865417981965031,0.6895293453878928,0.11979865834643606,0.6727883096366508
ADGRG6,0.8293832163077308,2.2635212589429842e-09,0.5742143255075476,7.516685708979296e-11,0.007142857142857143,0.11979865834643606,True,0.8293832163077308,0.5742143255075476,0.11979865834643606,0.6726566614007372
CMYA5,-0.15387819419787796,0.31508414705596194,0.6193106610774528,0.009761412280877936,0.014285714285714285,0.3827710261184941,False,0.15387819419787796,0.6193106610774528,0.3827710261184941,0.6726566614007372
SESN2,-0.448188730599254,0.00017409292632819453,-0.9407576019915709,0.00021841700948112782,0.007142857142857143,0.11979865834643606,True,0.448188730599254,0.9407576019915709,0.11979865834643606,0.6722617166929963
RTEL1,0.2805719282016703,0.00038148234565147954,-0.3632704636228574,0.026789481620529496,0.014285714285714285,0.3827710261184941,False,0.2805719282016703,0.3632704636228574,0.3827710261184941,0.6722617166929963
GALNT14,0.4224671411172327,0.08687362381211977,-1.0353454215142168,0.09525977138414078,0.007142857142857143,0.11979865834643606,False,0.4224671411172327,1.0353454215142168,0.11979865834643606,0.671998420221169
KIAA1549L,0.41893234583162986,0.020382607806862234,-1.05276754870615,0.1096201468999093,0.007142857142857143,0.11979865834643606,False,0.41893234583162986,1.05276754870615,0.11979865834643606,0.6717351237493416
LPCAT2,0.7398287478520924,5.933052387931372e-11,0.5995924907823103,5.26735453032849e-20,0.007142857142857143,0.11979865834643606,True,0.7398287478520924,0.5995924907823103,0.11979865834643606,0.6714718272775144
COL3A1,0.40697821305343496,0.13404619589534134,1.1123316628945155,4.5519923083086966e-20,0.007142857142857143,0.11979865834643606,True,0.40697821305343496,1.1123316628945155,0.11979865834643606,0.6713401790416007
MUC6,-1.8914953871804894,0.0020106925807564244,-0.40883369103178424,0.00811821838898229,0.007142857142857143,0.11979865834643606,True,1.8914953871804894,0.40883369103178424,0.11979865834643606,0.6713401790416007
SRRD,0.05962560702150199,0.18944568446929633,-0.8025068519980536,5.8390483518964466e-05,0.02857142857142857,1.2631321245564464,False,0.05962560702150199,0.8025068519980536,1.2631321245564464,0.6707477619799894
JUP,1.208852663012058,2.355486503410206e-13,0.46546423671679804,1.0764493701429963e-15,0.007142857142857143,0.11979865834643606,True,1.208852663012058,0.46546423671679804,0.11979865834643606,0.6704186413902053
BCL10,0.8664100761090587,1.072622080185847e-15,0.551768533169195,6.896616269063042e-10,0.007142857142857143,0.11979865834643606,True,0.8664100761090587,0.551768533169195,0.11979865834643606,0.6702869931542916
PDGFRL,-0.44700834305484705,0.03416969549498705,0.9048032137132473,1.682832758046977e-12,0.007142857142857143,0.11979865834643606,False,0.44700834305484705,0.9048032137132473,0.11979865834643606,0.6698920484465507
SMAD4,-0.6408202548948978,4.4281258989739946e-09,-0.09296105544763833,0.04568012321205506,0.17857142857142858,22.89591915579277,True,0.6408202548948978,0.09296105544763833,22.89591915579277,0.669431279620853
PRRX1,0.5020600182878816,0.007766640662825169,0.7777429272942626,1.2260626629003316e-10,0.007142857142857143,0.11979865834643606,True,0.5020600182878816,0.7777429272942626,0.11979865834643606,0.6693654555028963
SEMG2,0.4062050277181202,8.486775904962465e-09,1.0732890972558984,0.05469237433418966,0.007142857142857143,0.11979865834643606,True,0.4062050277181202,1.0732890972558984,0.11979865834643606,0.6688388625592416
ADAMTSL3,-1.5658326399291784,2.4541161320634286e-13,0.031879586783269076,0.7143269149226572,0.02857142857142857,1.2631321245564464,False,1.5658326399291784,0.031879586783269076,1.2631321245564464,0.6686413902053712
RBP2,-1.785457969964508,1.5915497179813956e-06,-0.40490496030349377,0.09607850741303064,0.007142857142857143,0.11979865834643606,True,1.785457969964508,0.40490496030349377,0.11979865834643606,0.6683122696155871
ITGBL1,0.38290391224060905,0.14972326158848057,1.196793098323564,4.1922878176847674e-23,0.007142857142857143,0.11979865834643606,True,0.38290391224060905,1.196793098323564,0.11979865834643606,0.6677856766719326
KANK3,-0.7856435211474411,2.7619691035450753e-05,-0.5701061078986562,8.363096738543536e-13,0.007142857142857143,0.11979865834643606,True,0.7856435211474411,0.5701061078986562,0.11979865834643606,0.6676540284360188
RPH3A,-0.9845823590893721,0.002103439497462476,-0.4971735468273657,4.4617494454020076e-08,0.007142857142857143,0.11979865834643606,True,0.9845823590893721,0.4971735468273657,0.11979865834643606,0.6675223802001052
ZZEF1,-0.7387433792003382,4.590081271760047e-09,-0.14705791999180207,8.827177111404106e-05,0.014285714285714285,0.3827710261184941,True,0.7387433792003382,0.14705791999180207,0.3827710261184941,0.6673907319641916
SYNE1,-0.9506393849066761,3.6965395393005884e-13,-0.0551447902725144,0.08801582407648899,0.06428571428571428,4.8324024313966545,True,0.9506393849066761,0.0551447902725144,4.8324024313966545,0.6671274354923644
PRDM16,-1.0142352246259412,0.00014102141091915847,-0.4890671099529236,0.007606932425162817,0.007142857142857143,0.11979865834643606,True,1.0142352246259412,0.4890671099529236,0.11979865834643606,0.6669957872564507
SCG2,-1.0189753246941677,0.0015387583629421228,-0.48745032440506364,0.00012641711513355726,0.007142857142857143,0.11979865834643606,True,1.0189753246941677,0.48745032440506364,0.11979865834643606,0.6669957872564507
CYP4F2,0.8994929154111173,0.007961629735543395,0.5270980185071181,0.08362732952036946,0.007142857142857143,0.11979865834643606,True,0.8994929154111173,0.5270980185071181,0.11979865834643606,0.666864139020537
EPX,-0.5839461426729065,0.001981089102774715,0.6468572121290386,4.073515348136036e-05,0.007142857142857143,0.11979865834643606,False,0.5839461426729065,0.6468572121290386,0.11979865834643606,0.6666008425487098
CP,1.700128836685428,9.551868742908172e-05,0.40421868633147895,3.6278012070720876e-06,0.007142857142857143,0.11979865834643606,True,1.700128836685428,0.40421868633147895,0.11979865834643606,0.6664691943127962
CPB2,-0.5685400281194881,0.05610360406053138,0.6691518520473174,5.273974357634173e-15,0.007142857142857143,0.11979865834643606,False,0.5685400281194881,0.6691518520473174,0.11979865834643606,0.6663375460768826
MYPN,-0.4446353699181893,0.4144386817695072,-0.8804486542166003,0.001040851773265148,0.007142857142857143,0.11979865834643606,True,0.4446353699181893,0.8804486542166003,0.11979865834643606,0.6663375460768826
ESYT3,-0.7324025194199724,0.0044784318190507775,-0.5770973473838339,1.4392793436779544e-08,0.007142857142857143,0.11979865834643606,True,0.7324025194199724,0.5770973473838339,0.11979865834643606,0.6660742496050552
EFNB1,1.2308730655761266,2.031189970477956e-09,0.44470935846447546,4.0405947143396746e-08,0.007142857142857143,0.11979865834643606,True,1.2308730655761266,0.44470935846447546,0.11979865834643606,0.6659426013691416
ABCA12,2.7140456309186938,2.0361332102227938e-09,-0.364686967320079,0.005937899127466002,0.007142857142857143,0.11979865834643606,False,2.7140456309186938,0.364686967320079,0.11979865834643606,0.6658109531332279
GREB1,-0.38696598162226437,0.00030054292983083694,-0.26330827449992,0.28248048187620434,0.014285714285714285,0.3827710261184941,True,0.38696598162226437,0.26330827449992,0.3827710261184941,0.6655476566614007
ALPK3,-0.7279905573536851,4.839335589650262e-05,-0.574669384695536,0.0019915341367670396,0.007142857142857143,0.11979865834643606,True,0.7279905573536851,0.574669384695536,0.11979865834643606,0.6651527119536598
SETD1B,-0.3576172376464424,0.0017406398810184205,-0.2790118829320001,8.4608290565043e-06,0.014285714285714285,0.3827710261184941,True,0.3576172376464424,0.2790118829320001,0.3827710261184941,0.6640995260663507
SZT2,-0.420500121076838,3.2975509150694985e-06,-0.2402327506822317,0.0008280943297374947,0.014285714285714285,0.3827710261184941,True,0.420500121076838,0.2402327506822317,0.3827710261184941,0.6640995260663507
PRUNE2,-0.6545961425636424,0.008189442620642046,-0.15382372708144487,0.1508083679338777,0.014285714285714285,0.3827710261184941,True,0.6545961425636424,0.15382372708144487,0.3827710261184941,0.6635729331226962
SCLY,-0.5387245768510578,0.0021617593710887457,-0.6841737686570326,1.2659249465443851e-13,0.007142857142857143,0.11979865834643606,True,0.5387245768510578,0.6841737686570326,0.11979865834643606,0.663572933122696
EHBP1L1,0.7222869452834022,1.5256173860847203e-05,0.5733842116296337,5.950894712377771e-18,0.007142857142857143,0.11979865834643606,True,0.7222869452834022,0.5733842116296337,0.11979865834643606,0.663572933122696
NDUFV1,-0.20205535805738606,0.015616568365624242,-0.45701996364594066,2.227734287203064e-09,0.014285714285714285,0.3827710261184941,True,0.20205535805738606,0.45701996364594066,0.3827710261184941,0.663572933122696
CARD11,1.3548143412983489,1.1614024368563833e-06,0.4175146733613353,1.5098318214975985e-08,0.007142857142857143,0.11979865834643606,True,1.3548143412983489,0.4175146733613353,0.11979865834643606,0.6634412848867824
ADAMTS13,-0.49856905555557063,0.00041732451319137357,-0.20222243145278007,0.37795866673254397,0.014285714285714285,0.3827710261184941,True,0.49856905555557063,0.20222243145278007,0.3827710261184941,0.6631779884149552
TACC3,0.9005298958585417,8.529894196939109e-06,0.509516572808824,2.0357868559892256e-08,0.007142857142857143,0.11979865834643606,True,0.9005298958585417,0.509516572808824,0.11979865834643606,0.6630463401790416
ACADM,-0.371492993295762,1.8241806529526593e-05,-1.1628240020099732,1.6810615237927683e-23,0.007142857142857143,0.11979865834643606,True,0.371492993295762,1.1628240020099732,0.11979865834643606,0.6627830437072143
SLC7A2,-1.9661385267947242,2.1154294793820787e-12,-0.3843094429737235,0.0050452315467923075,0.007142857142857143,0.11979865834643606,True,1.9661385267947242,0.3843094429737235,0.11979865834643606,0.6626513954713006
ITGB1,0.6644344814768495,1.0126514875077642e-07,0.5875354721582617,1.3763132110722712e-25,0.007142857142857143,0.11979865834643606,True,0.6644344814768495,0.5875354721582617,0.11979865834643606,0.662519747235387
C8orf76,0.34734384600654167,2.3488360707027896e-06,-0.2857357096918882,0.24848260957376106,0.014285714285714285,0.3827710261184941,False,0.34734384600654167,0.2857357096918882,0.3827710261184941,0.6623880989994734
GINS1,1.3587091216763874,6.648959108158683e-19,-0.41373250110183335,0.08800553947586344,0.007142857142857143,0.11979865834643606,False,1.3587091216763874,0.41373250110183335,0.11979865834643606,0.6622564507635598
MAP1A,0.17621236786975558,0.2777927236938504,0.5061070623509281,1.7205316075523755e-12,0.014285714285714285,0.3827710261184941,True,0.17621236786975558,0.5061070623509281,0.3827710261184941,0.6618615060558188
TOR4A,0.8291798112680517,1.0336313512339222e-06,0.5228071040498179,2.758864927345232e-09,0.007142857142857143,0.11979865834643606,True,0.8291798112680517,0.5228071040498179,0.11979865834643606,0.6613349131121642
MYH13,0.901105161761655,0.006750870901976114,0.11813856270448753,0.7902456434086568,0.014285714285714285,0.3827710261184941,True,0.901105161761655,0.11813856270448753,0.3827710261184941,0.661071616640337
SOWAHA,-0.7324421292944994,0.0001065170787384748,-0.5549142499719899,0.1252889335428028,0.007142857142857143,0.11979865834643606,True,0.7324421292944994,0.5549142499719899,0.11979865834643606,0.6609399684044233
IFIH1,0.46619703923762934,1.778866344992845e-07,0.20866422992393296,1.996373165377209e-05,0.014285714285714285,0.3827710261184941,True,0.46619703923762934,0.20866422992393296,0.3827710261184941,0.6604133754607688
NPC1,0.5872521086740452,6.401089560540557e-09,0.6179816061850829,1.9546706572059222e-10,0.007142857142857143,0.11979865834643606,True,0.5872521086740452,0.6179816061850829,0.11979865834643606,0.6600184307530279
LTBP4,-0.1610015367922628,0.41088862070016374,0.5449480452399555,2.4956150795815125e-09,0.014285714285714285,0.3827710261184941,False,0.1610015367922628,0.5449480452399555,0.3827710261184941,0.6598867825171142
SNX1,-0.345008920307901,2.6153562900708524e-07,0.279686905817627,4.677093600089285e-07,0.014285714285714285,0.3827710261184941,False,0.345008920307901,0.279686905817627,0.3827710261184941,0.6597551342812007
DOK7,-0.39521350819352197,0.1906701349820647,-0.9453931934505668,0.003218522535138566,0.007142857142857143,0.11979865834643606,True,0.39521350819352197,0.9453931934505668,0.11979865834643606,0.6587019483938914
SGIP1,1.1097396464349139,1.5462427792542134e-06,0.43903317530777386,3.137502526794575e-05,0.007142857142857143,0.11979865834643606,True,1.1097396464349139,0.43903317530777386,0.11979865834643606,0.6587019483938914
AMPH,-0.456576796383815,0.024340214718558614,-0.14135016438759607,0.043530640705527875,0.02142857142857143,0.7707690936040651,True,0.456576796383815,0.14135016438759607,0.7707690936040651,0.6585703001579779
ACADS,-0.48224789310063443,0.0004818491048808558,-0.7036654659530974,7.011501774232961e-13,0.007142857142857143,0.11979865834643606,True,0.48224789310063443,0.7036654659530974,0.11979865834643606,0.6585703001579778
MYO7A,-0.18927943891974053,0.01030468238054661,-0.46378183877664014,0.020841693973656716,0.014285714285714285,0.3827710261184941,True,0.18927943891974053,0.46378183877664014,0.3827710261184941,0.6584386519220642
NT5E,1.4828159158177048,6.589193017463556e-10,0.3959920728857149,1.3609792857565014e-07,0.007142857142857143,0.11979865834643606,True,1.4828159158177048,0.3959920728857149,0.11979865834643606,0.6581753554502369
SLC12A7,0.2590285444065472,0.012143210087952078,0.34583383896957187,1.4814007430327947e-08,0.014285714285714285,0.3827710261184941,True,0.2590285444065472,0.34583383896957187,0.3827710261184941,0.6573854660347551
MKNK2,-0.3486775381697047,0.026074252668276003,-1.260505268836532,0.03780238758776558,0.007142857142857143,0.11979865834643606,True,0.3486775381697047,1.260505268836532,0.11979865834643606,0.6571221695629278
CPEB2,0.16497494355537512,0.09071334337182548,-0.515569814087641,2.1565802882829466e-09,0.014285714285714285,0.3827710261184941,False,0.16497494355537512,0.515569814087641,0.3827710261184941,0.6568588730911006
BRCA2,0.8517044216894334,4.6480195880207766e-06,-0.49459489081694485,0.007933112304221529,0.007142857142857143,0.11979865834643606,False,0.8517044216894334,0.49459489081694485,0.11979865834643606,0.656332280147446
ATP1A3,-0.49530308386416966,0.0033996062852984328,-0.6794615180643717,1.1661656361215905e-11,0.007142857142857143,0.11979865834643606,True,0.49530308386416966,0.6794615180643717,0.11979865834643606,0.6558056872037914
SLC12A8,0.338543322450926,0.02508477918202105,-1.3864670403651331,1.9775825140561304e-11,0.007142857142857143,0.11979865834643606,False,0.338543322450926,1.3864670403651331,0.11979865834643606,0.6558056872037914
MCM7,0.4996183193116952,2.5518686921017398e-08,0.6678500926965789,1.574985355753971e-16,0.007142857142857143,0.11979865834643606,True,0.4996183193116952,0.6678500926965789,0.11979865834643606,0.6548841495523959
TLE2,-1.0813784097134924,2.505178022318064e-12,-0.08911009004168591,0.7662025190341408,0.014285714285714285,0.3827710261184941,True,1.0813784097134924,0.08911009004168591,0.3827710261184941,0.6548841495523959
PTK7,0.4544164785619689,0.00039570858236654137,0.7157036851365675,2.266407090670421e-23,0.007142857142857143,0.11979865834643606,True,0.4544164785619689,0.7157036851365675,0.11979865834643606,0.6547525013164823
